,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf4,qf8,qf9_4,qf9_5,qf9_6,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod2,qprod3_2,qprod3_4,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_17,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qk1,qf11,qf12_1_a,qf12_1_b,qf12_2_d,qf12_3_e,qf12_3_f,qf12_4_l,qf12_6_q,qf13,qd1,qd7,qd9,qd10,AREA5,defrauded,qf9_2_3,qf9_7_8,qf9_1_9,qprod3_1_16,qprod3_3_6,qprod3_5_7_12_14,qprod3_13_15,qf12_1c_3g,qf12_4k_5m_5o_6p,fin_knowledge_score,Debtor,Perc_Fin_Lit,Saver_Spender,Planner_Easygoer,Fin_Products_Experience,Fin_Indipendence,Approach_Digitalised
396,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,4,3,3,1,3,3,1,1,4,5,4,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,0,4,3,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,-1.5,-1.5,2.0,0.8,-0.30000000000000004,-0.3
397,1,0,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,3,1,5,1,5,3,2,3,5,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,-4.25,-1.5,2.1,0.0,0.5,1.0,-0.0
398,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4,4,2,4,3,5,3,3,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,3,6,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,-4.5,0.5,0.8500000000000001,2.25,1.4,2.2,-0.2
399,1,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,1,5,2,-99,4,1,3,5,3,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,5,4,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,-4.0,-0.75,5.5,4.0,0.8,2.5,-0.5
400,1,0,1,1,0,1,0,0,1,4,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,2,4,2,5,5,1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,4,3,2,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,2.5,-0.5,9.35,3.75,6.1,2.0,-0.7
401,2,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,-99,2,1,-99,-99,-99,2,1,-99,-99,-99,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,5,4,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,6,0.0,-2.0,-2.4,1.0,0.0,0.0,-0.0
402,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,1,3,2,4,4,1,2,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,3,6,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3,-3.75,-1.75,-0.3999999999999999,1.5,0.9,0.0,-0.3
403,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,3,1,5,2,3,3,3,1,3,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,3,3,5,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,0.0,0.0,-4.0,0.5,0.0,0.0,-0.0
404,1,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,3,1,5,1,1,1,3,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,3,6,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,-0.75,-0.9,1.0,0.3,1.0,0.0
405,2,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,-99,1,-99,5,1,5,1,5,-99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,4,3,5,5,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,-1.0,-0.75,0.25,0.4,0.0,-0.3
406,1,0,0,0,0,1,0,0,1,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,2,2,2,3,5,5,5,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,6,3,6,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,7,-5.5,1.0,1.0,4.5,2.5,3.0,-0.1
407,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,2,1,2,2,4,2,2,4,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,5,3,4,5,0,0,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-4.5,-0.25,3.85,1.75,0.3,-0.5,-0.5
408,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3,1,3,2,2,5,2,2,4,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,7,-2.0,-0.75,5.1,6.5,0.9,2.0,-0.1
409,1,0,0,1,0,1,0,0,1,3,0,0,1,1,1,0,1,1,0,0,1,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,5,1,3,1,2,3,4,4,5,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,1,6,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,-5.0,1.25,7.85,8.25,6.8,3.7,0.0
410,2,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,5,1,5,5,1,1,5,2,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,7,5,6,5,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3,-3.5,0.75,0.75,-3.25,0.3,1.0,0.0
411,2,1,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,3,1,5,1,5,1,1,2,5,3,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,7,5,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-3.75,-1.5,0.25,-0.75,0.5,0.0,-0.0
412,2,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,1,3,3,5,4,5,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,3,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,-5.25,0.25,3.85,7.25,0.0,2.0,-0.0
413,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,5,1,5,3,1,1,5,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-3.5,-1.0,-0.6499999999999999,-2.75,0.0,0.0,-0.0
414,2,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,1,5,3,-99,2,5,5,5,1,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-5.5,0.5,2.6,-1.0,-0.5,0.0,-0.5
415,2,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,1,5,2,2,3,3,2,5,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,3,6,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,5,-4.25,-1.5,2.1,1.5,5.8,1.8,-0.1
416,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,5,1,4,1,1,4,4,3,5,2,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-99,1,6,5,6,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,-3.75,0.25,-2.0,5.0,1.0,-1.3,-0.3
417,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,-99,1,5,1,-99,5,2,-99,5,2,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,7,3,6,1,0,0,0,0,0.0,0.0,0.0,0.0,-99.0,-99.0,2,-4.25,0.75,2.5,3.0,0.3,1.5,-0.2
418,3,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,3,1,5,1,4,3,2,3,1,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,4,1,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,3,3.75,-0.25,3.35,-0.75,0.5,0.0,-0.0
419,2,0,0,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,3,4,1,3,1,-99,4,2,3,3,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,3,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-1,-0.25,-0.5,1.1,2.0,0.0,0.0,-0.0
420,3,1,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,-99,4,3,3,1,3,4,1,1,3,5,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,1,1,9,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,1.0,0.0,-2,1.0,0.0,4.0,1.5,0.5,0.0,-0.0
421,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,5,1,5,1,5,-99,1,1,5,5,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,5,3,4,3,0,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,-3.5,0.0,-1.0,-5.0,0.0,-1.0,-0.0
422,3,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,4,1,5,4,5,3,5,5,5,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,5,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-5.5,-2.25,1.85,-3.25,0.0,0.0,-0.0
423,1,1,0,1,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,-99,1,2,5,-99,4,5,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,5,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-4.75,0.75,5.6,6.5,0.5,2.0,-0.0
424,2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,5,1,-99,5,5,-99,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,7,5,6,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1,-5.0,1.0,1.85,4.25,1.0,1.0,-0.1
425,3,0,0,0,0,0,0,1,2,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,-99,5,5,-99,-99,1,1,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,6,5,6,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,3.5,0.5,0.10000000000000009,-2.0,0.0,-1.0,-0.0
426,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,5,4,2,5,3,4,-99,5,3,5,3,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,1,2,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-4.75,1.0,4.1,3.0,0.8,2.0,0.0
427,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5,4,4,5,5,1,-99,5,1,4,-99,3,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,7,1,6,3,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,0.75,-0.5,-4.0,1.0,0.0,0.0,-0.0
428,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,-99,1,5,1,-99,-99,5,-99,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,1,5,3,2,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3,-4.5,0.5,-0.5,4.0,0.0,2.0,-0.0
429,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,3,3,3,3,3,3,3,3,3,3,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,2,3,2,1,0,1,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,0.0,0.25,0.10000000000000009,3.0,0.0,1.0,-0.0
430,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,-99,5,5,5,1,-99,1,1,1,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-99,0,6,5,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,6.0,-3.0,-4.0,-1.0,0.0,0.0,-0.0
431,3,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,1,5,3,5,5,5,5,5,1,1,5,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,7,5,6,5,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,4.0,-3.0,-1.75,-6.75,0.0,0.0,-0.0
432,2,-99,0,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,2,5,1,4,5,4,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,5,6,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-4.25,0.25,2.35,2.25,0.0,0.0,-0.0
433,1,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,1,3,1,5,1,5,3,3,1,3,2,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-99,0,5,3,4,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-1,0.0,-0.25,-3.0,-3.0,0.0,2.0,-0.0
434,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,3,2,-99,1,3,5,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,5,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-4.0,-1.0,4.6,4.0,0.5,2.0,-0.0
435,1,1,0,1,0,0,0,0,-99,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,5,4,5,1,1,5,1,1,2,3,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5,5,6,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,2,4.25,-3.5,3.25,6.25,1.5,-0.5,0.0
436,2,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,3,4,1,2,5,3,3,5,2,-99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,5,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,4,-4.0,0.75,6.35,5.25,0.5,1.0,-0.0
437,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,5,1,5,1,5,5,1,3,5,-99,3,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,0,6,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,-4.0,0.5,0.0,0.0,0.0,0.0,-0.0
438,2,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,4,1,3,2,3,3,5,4,5,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5,3,2,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7,-5.25,1.0,7.35,4.75,3.4,1.7,0.0
439,2,0,0,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,5,1,5,5,3,5,-99,3,1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,7,5,4,1,1,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,5,3.5,-0.75,3.5999999999999996,-1.0,1.8,-1.0,-0.1
440,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,3,4,1,5,1,3,5,1,2,5,5,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,1,4,5,2,1,0,0,0,1,-99.0,-99.0,-99.0,-99.0,0.0,1.0,2,-2.25,-1.0,-0.75,0.75,0.0,0.0,-0.0
441,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,3,2,-99,3,3,1,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.0,-2.25,3.6,0.5,0.8,2.0,0.0
442,3,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,2,4,1,5,2,-99,4,1,4,5,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,1,1,9,1,0,1,1,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,-4.25,-1.0,3.0999999999999996,-2.5,0.5,-2.0,-0.0
443,1,1,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,1,5,-99,4,3,1,1,5,2,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-99,1,7,5,6,3,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,3,-3.5,-1.75,-1.5,-0.5,0.3,2.0,-0.1
444,2,-99,0,0,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,2,2,4,-99,2,3,3,2,4,5,-99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,4,1,1,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-2.0,-0.5,-2.5,-1.0,0.0,0.0,-0.0
445,1,1,1,1,0,0,0,0,-99,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,1,5,1,5,-99,1,1,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0,6,5,6,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,-3.0,0.0,5.1,-3.5,0.8,1.5,-1.5
446,3,0,1,0,0,0,0,0,1,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,2,3,1,2,5,5,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,2,3,2,5,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,-4.75,1.25,2.6,1.5,1.3,1.2,-0.5
447,2,-99,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-99,5,5,5,1,-99,5,1,1,1,5,-99,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,5,5,6,5,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,5.5,-1.0,0.25,-0.75,0.3,1.0,0.0
448,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,5,1,1,1,5,5,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,3,3,2,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,2,-5.5,0.5,-1.9,1.0,0.3,0.0,-0.1
449,2,0,0,0,0,0,0,1,-99,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,4,5,1,5,1,5,3,1,1,5,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,7,3,6,1,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,1,-3.5,-1.0,-0.1499999999999999,-1.25,0.0,0.0,-0.0
450,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,4,2,1,4,2,3,3,3,4,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,3,1,2,1,0,1,0,1,-99.0,-99.0,-99.0,-99.0,0.0,0.0,2,-4.75,0.25,3.35,4.75,0.5,2.0,-0.0
451,2,0,0,0,0,0,0,1,-99,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1,5,2,-99,5,3,3,3,5,1,4,5,-99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3,2,5,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,1.0,0,-1.0,-0.5,-4.25,1.25,0.0,0.0,-0.0
452,2,0,0,0,0,0,0,1,-99,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2,2,4,3,5,3,4,3,1,1,3,4,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,4,5,4,3,0,0,0,0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,7,2.0,-1.25,-3.25,-2.25,0.0,0.0,-0.0
453,2,1,0,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,1,5,1,2,2,2,1,5,3,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,5,6,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,-3.75,0.5,-1.25,5.75,0.9,1.0,-0.3
454,2,-99,0,0,1,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,2,3,2,2,2,3,1,5,-99,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,1,2,1,9,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,6,-3.75,-0.75,6.1,4.5,2.3,1.0,-0.6
